Date,Price,Open,High,Low,Change %
"Oct 11, 1988",404.03,410.17,404.03,404.03,-0.99%
"Oct 10, 1988",408.07,409.67,408.07,408.07,1.32%
"Oct 07, 1988",402.76,404.25,402.76,402.76,-0.15%
"Oct 06, 1988",403.37,404.75,403.37,403.37,0.80%
"Oct 05, 1988",400.17,401.05,400.17,400.17,0.60%
"Oct 04, 1988",397.79,399.12,397.79,397.79,0.11%
"Oct 03, 1988",397.35,399.12,397.35,397.35,0.84%
"Sep 30, 1988",394.03,398.01,394.03,394.03,-0.50%
"Sep 29, 1988",396.02,400.17,396.02,396.02,-0.44%
"Sep 28, 1988",397.79,399,397.79,397.79,0.14%
"Sep 27, 1988",397.24,397.79,397.24,397.24,0.70%
"Sep 26, 1988",394.47,395.63,394.47,394.47,0.35%
"Sep 23, 1988",393.09,400.77,393.09,393.09,-1.39%
"Sep 22, 1988",398.62,400.17,398.62,398.62,0.31%
"Sep 21, 1988",397.4,404.92,397.4,397.4,-1.91%
"Sep 20, 1988",405.14,410.89,405.14,405.14,-0.87%
"Sep 19, 1988",408.68,410.94,408.68,408.68,-0.70%
"Sep 16, 1988",411.55,418.07,411.55,411.55,-1.32%
"Sep 15, 1988",417.05,421.77,417.05,417.05,-0.86%
"Sep 14, 1988",420.68,422.94,420.68,420.68,0.00%
"Sep 13, 1988",420.68,422.68,420.68,420.68,0.00%
"Sep 12, 1988",420.68,422.94,420.68,420.68,-0.21%
"Sep 09, 1988",421.58,429.93,421.58,421.58,-1.60%
"Sep 08, 1988",428.44,429.55,428.44,428.44,0.18%
"Sep 07, 1988",427.67,428.44,427.67,427.67,0.29%
"Sep 06, 1988",426.44,429.42,426.44,426.44,-0.20%
"Sep 05, 1988",427.28,428.83,427.28,427.28,-0.47%
"Sep 02, 1988",429.29,429.93,429.29,429.29,-0.21%
"Sep 01, 1988",430.19,431.03,430.19,430.19,-0.09%
"Aug 31, 1988",430.58,431.42,430.58,430.58,0.56%
"Aug 30, 1988",428.19,429.93,428.19,428.19,-0.29%
"Aug 29, 1988",429.42,432.46,429.42,429.42,-0.52%
"Aug 26, 1988",431.68,434.34,431.68,431.68,-0.09%
"Aug 25, 1988",432.07,436.41,432.07,432.07,-0.60%
"Aug 24, 1988",434.66,436.54,434.66,434.66,0.63%
"Aug 23, 1988",431.94,433.82,431.94,431.94,-0.28%
"Aug 22, 1988",433.17,434.34,433.17,433.17,0.47%
"Aug 19, 1988",431.16,432.91,431.16,431.16,-0.12%
"Aug 18, 1988",431.68,432.65,431.68,431.68,0.29%
"Aug 17, 1988",430.45,431.03,430.45,430.45,0.44%
"Aug 16, 1988",428.57,435.18,428.57,428.57,-0.94%
"Aug 15, 1988",432.65,433.04,432.65,432.65,0.41%
"Aug 12, 1988",430.9,434.53,430.9,430.9,0.48%
"Aug 11, 1988",428.83,430.19,428.83,428.83,0.00%
"Aug 10, 1988",428.83,429.29,428.83,428.83,0.33%
"Aug 09, 1988",427.41,431.68,427.41,427.41,-0.68%
"Aug 08, 1988",430.32,433.17,430.32,430.32,-0.32%
"Aug 05, 1988",431.68,433.56,431.68,431.68,-0.25%
"Aug 04, 1988",432.78,434.08,432.78,432.78,-0.09%
"Aug 03, 1988",433.17,434.79,433.17,433.17,0.41%
"Aug 02, 1988",431.42,435.44,431.42,431.42,-0.67%
"Aug 01, 1988",434.34,437.44,434.34,434.34,-0.31%
"Jul 29, 1988",435.7,437.57,435.7,435.7,0.87%
"Jul 28, 1988",431.94,434.08,431.94,431.94,-0.28%
"Jul 27, 1988",433.17,433.95,433.17,433.17,0.25%
"Jul 26, 1988",432.07,433.56,432.07,432.07,1.23%
"Jul 25, 1988",426.83,443.79,426.83,426.83,-3.44%
"Jul 22, 1988",442.04,443.66,442.04,442.04,0.16%
"Jul 21, 1988",441.33,447.8,441.33,441.33,-0.64%
"Jul 20, 1988",444.18,446.44,444.18,444.18,-0.28%
"Jul 19, 1988",445.41,446.83,445.41,445.41,1.82%
"Jul 18, 1988",437.44,438.67,437.44,437.44,-0.56%
"Jul 15, 1988",439.9,441.59,439.9,439.9,0.37%
"Jul 14, 1988",438.29,442.04,438.29,438.29,-0.37%
"Jul 13, 1988",439.9,441.2,439.9,439.9,0.74%
"Jul 12, 1988",436.67,437.06,436.67,436.67,0.49%
"Jul 11, 1988",434.53,439.71,434.53,434.53,-0.89%
"Jul 08, 1988",438.42,440.03,438.42,438.42,-0.12%
"Jul 07, 1988",438.93,441.78,438.93,438.93,0.12%
"Jul 06, 1988",438.42,439.19,438.42,438.42,0.13%
"Jul 05, 1988",437.83,438.42,437.83,437.83,0.15%
"Jul 04, 1988",437.19,440.03,437.19,437.19,0.03%
"Jul 01, 1988",437.06,437.83,437.06,437.06,0.49%
"Jun 30, 1988",434.92,437.83,434.92,434.92,-0.18%
"Jun 29, 1988",435.7,438.54,435.7,435.7,-0.34%
"Jun 28, 1988",437.19,444.69,437.19,437.19,-1.30%
"Jun 27, 1988",442.95,444.05,442.95,442.95,0.00%
"Jun 24, 1988",442.95,447.54,442.95,442.95,-0.97%
"Jun 23, 1988",447.29,449.68,447.29,447.29,-0.47%
"Jun 22, 1988",449.42,450.33,449.42,449.42,-0.45%
"Jun 21, 1988",451.43,453.95,451.43,451.43,0.19%
"Jun 20, 1988",450.59,455.44,450.59,450.59,-0.77%
"Jun 17, 1988",454.08,455.7,454.08,454.08,0.98%
"Jun 16, 1988",449.68,455.05,449.68,449.68,-0.66%
"Jun 15, 1988",452.66,453.56,452.66,452.66,0.52%
"Jun 14, 1988",450.33,451.17,450.33,450.33,0.20%
"Jun 13, 1988",449.42,451.17,449.42,449.42,0.13%
"Jun 10, 1988",448.84,458.68,448.84,448.84,-1.77%
"Jun 09, 1988",456.93,458.16,456.93,456.93,0.27%
"Jun 08, 1988",455.7,459.33,455.7,455.7,-0.71%
"Jun 07, 1988",458.94,464.83,458.94,458.94,-0.81%
"Jun 06, 1988",462.69,465.09,462.69,462.69,-0.32%
"Jun 03, 1988",464.18,468.2,464.18,464.18,-0.57%
"Jun 02, 1988",466.84,466.84,466.84,466.84,2.23%
"Jun 01, 1988",456.67,460.17,456.67,456.67,0.50%
"May 31, 1988",454.41,455.44,454.41,454.41,0.52%
"May 30, 1988",452.08,453.82,452.08,452.08,0.39%
"May 27, 1988",450.33,453.82,450.33,450.33,-0.54%
"May 26, 1988",452.79,454.21,452.79,452.79,-0.14%
"May 25, 1988",453.44,459.91,453.44,453.44,-1.23%
"May 24, 1988",459.07,460.17,459.07,459.07,-0.21%
"May 23, 1988",460.04,460.95,460.04,460.04,0.87%
"May 20, 1988",456.09,457.71,456.09,456.09,0.09%
"May 19, 1988",455.7,459.33,455.7,455.7,0.06%
"May 18, 1988",455.44,455.96,455.44,455.44,0.44%
"May 17, 1988",453.44,456.29,453.44,453.44,0.00%
"May 16, 1988",453.44,456.09,453.44,453.44,0.51%
"May 13, 1988",451.12,452.06,451.12,451.12,-0.04%
"May 12, 1988",451.28,453.62,451.28,451.28,0.47%
"May 11, 1988",449.17,450.73,449.17,449.17,-0.04%
"May 10, 1988",449.33,450.5,449.33,449.33,0.61%
"May 09, 1988",446.6,446.99,446.6,446.6,0.84%
"May 06, 1988",442.86,446.44,442.86,442.86,-0.44%
"May 05, 1988",444.81,445.59,444.81,444.81,0.18%
"May 04, 1988",444.03,444.03,444.03,444.03,-0.26%
"May 03, 1988",445.2,446.21,445.2,445.2,0.18%
"May 02, 1988",444.42,450.73,444.42,444.42,-1.23%
"Apr 29, 1988",449.95,449.95,449.95,449.95,0.00%
"Apr 28, 1988",449.95,452.45,449.95,449.95,-0.26%
"Apr 27, 1988",451.12,452.06,451.12,451.12,0.61%
"Apr 26, 1988",448.39,449.56,448.39,448.39,0.31%
"Apr 25, 1988",446.99,450.11,446.99,446.99,-0.52%
"Apr 22, 1988",449.33,453.85,449.33,449.33,-1.00%
"Apr 21, 1988",453.85,457.51,453.85,453.85,-0.34%
"Apr 20, 1988",455.41,459.7,455.41,455.41,-0.34%
"Apr 19, 1988",456.97,458.3,456.97,456.97,-0.29%
"Apr 18, 1988",458.3,460.24,458.3,458.3,0.77%
"Apr 15, 1988",454.79,457.75,454.79,454.79,0.43%
"Apr 14, 1988",452.84,454.63,452.84,452.84,1.49%
"Apr 13, 1988",446.21,450.11,446.21,446.21,-0.83%
"Apr 12, 1988",449.95,451.67,449.95,449.95,-0.26%
"Apr 11, 1988",451.12,452.06,451.12,451.12,0.22%
"Apr 08, 1988",450.11,451.12,450.11,450.11,0.21%
"Apr 07, 1988",449.17,450.34,449.17,449.17,0.40%
"Apr 06, 1988",447.38,452.84,447.38,447.38,-1.04%
"Apr 05, 1988",452.06,455.8,452.06,452.06,-0.74%
"Apr 04, 1988",455.41,458.68,455.41,455.41,0.34%
"Mar 31, 1988",453.85,459.07,453.85,453.85,-0.63%
"Mar 30, 1988",456.74,457.51,456.74,456.74,0.38%
"Mar 29, 1988",455.02,457.36,455.02,455.02,-0.04%
"Mar 28, 1988",455.18,455.41,455.18,455.18,0.64%
"Mar 25, 1988",452.29,454.24,452.29,452.29,-0.21%
"Mar 24, 1988",453.23,456.74,453.23,453.23,0.52%
"Mar 23, 1988",450.89,453.07,450.89,450.89,0.47%
"Mar 22, 1988",448.78,450.73,448.78,448.78,-0.04%
"Mar 21, 1988",448.94,451.9,448.94,448.94,1.05%
"Mar 18, 1988",444.26,445.2,444.26,444.26,0.14%
"Mar 17, 1988",443.64,447.61,443.64,443.64,-0.31%
"Mar 16, 1988",445.04,447.77,445.04,445.04,-0.26%
"Mar 15, 1988",446.21,446.99,446.21,446.21,1.02%
"Mar 14, 1988",441.69,442.31,441.69,441.69,0.12%
"Mar 11, 1988",441.14,444.42,441.14,441.14,-0.21%
"Mar 10, 1988",442.08,443.25,442.08,442.08,1.38%
"Mar 09, 1988",436.07,437.4,436.07,436.07,0.23%
"Mar 08, 1988",435.06,438.57,435.06,435.06,-0.50%
"Mar 07, 1988",437.25,437.4,437.25,437.25,-0.03%
"Mar 04, 1988",437.4,438.96,437.4,437.4,2.28%
"Mar 03, 1988",427.66,431.16,427.66,427.66,-0.69%
"Mar 02, 1988",430.62,433.35,430.62,430.62,-0.03%
"Mar 01, 1988",430.77,431.55,430.77,430.77,0.13%
"Feb 29, 1988",430.23,431.01,430.23,430.23,0.18%
"Feb 26, 1988",429.45,434.52,429.45,429.45,-0.81%
"Feb 25, 1988",432.96,434.67,432.96,432.96,0.24%
"Feb 24, 1988",431.94,442.31,431.94,431.94,-2.12%
"Feb 23, 1988",441.3,445.2,441.3,441.3,-0.70%
"Feb 22, 1988",444.42,446.83,444.42,444.42,-0.14%
"Feb 19, 1988",445.04,446.21,445.04,445.04,0.53%
"Feb 18, 1988",442.7,448.55,442.7,442.7,-0.79%
"Feb 17, 1988",446.21,446.99,446.21,446.21,0.35%
"Feb 16, 1988",444.65,445.2,444.65,444.65,-0.09%
"Feb 15, 1988",445.04,446.21,445.04,445.04,-0.09%
"Feb 12, 1988",445.43,445.59,445.43,445.43,1.20%
"Feb 11, 1988",440.13,441.53,440.13,440.13,-0.18%
"Feb 10, 1988",440.91,444.81,440.91,440.91,-0.23%
"Feb 09, 1988",441.92,442.86,441.92,441.92,0.41%
"Feb 08, 1988",440.13,444.26,440.13,440.13,-0.05%
"Feb 05, 1988",440.36,447.38,440.36,440.36,-1.05%
"Feb 04, 1988",445.04,445.04,445.04,445.04,1.30%
"Feb 03, 1988",439.35,454.63,439.35,439.35,-3.23%
"Feb 02, 1988",454.01,457.75,454.01,454.01,-0.14%
"Feb 01, 1988",454.63,455.8,454.63,454.63,0.14%
"Jan 29, 1988",454.01,467.49,454.01,454.01,-2.69%
"Jan 28, 1988",466.56,467.88,466.56,466.56,0.17%
"Jan 27, 1988",465.78,470.85,465.78,465.78,-0.91%
"Jan 26, 1988",470.07,471.78,470.07,470.07,0.13%
"Jan 25, 1988",469.44,477.63,469.44,469.44,-1.68%
"Jan 22, 1988",477.47,478.41,477.47,477.47,-0.20%
"Jan 21, 1988",478.41,478.64,478.41,478.41,0.44%
"Jan 20, 1988",476.3,478.25,476.3,476.3,-0.16%
"Jan 19, 1988",477.08,478.02,477.08,477.08,0.29%
"Jan 18, 1988",475.68,476.46,475.68,475.68,0.36%
"Jan 15, 1988",473.96,486.05,473.96,473.96,-2.69%
"Jan 14, 1988",487.06,487.22,487.06,487.06,1.39%
"Jan 13, 1988",480.36,482.93,480.36,480.36,-0.05%
"Jan 12, 1988",480.59,482.93,480.59,480.59,-0.27%
"Jan 11, 1988",481.87,485.67,481.87,481.87,-0.43%
"Jan 08, 1988",483.95,483.95,483.95,483.95,0.55%
"Jan 07, 1988",481.31,484.07,481.31,481.31,-0.41%
"Jan 06, 1988",483.28,485.24,483.28,483.28,0.52%
"Jan 05, 1988",480.76,482.97,480.76,480.76,0.00%
"Jan 04, 1988",480.76,488.92,480.76,480.76,-1.05%
"Dec 31, 1987",485.85,487.45,485.85,485.85,0.70%
"Dec 30, 1987",482.48,487.26,482.48,482.48,-0.72%
"Dec 29, 1987",485.98,489.66,485.98,485.98,-0.33%
"Dec 28, 1987",487.57,491.38,487.57,487.57,0.35%
"Dec 24, 1987",485.85,486.59,485.85,485.85,0.66%
"Dec 23, 1987",482.66,486.47,482.66,482.66,-0.15%
"Dec 22, 1987",483.4,484.56,483.4,483.4,0.82%
"Dec 21, 1987",479.47,480.58,479.47,479.47,-0.10%
"Dec 18, 1987",479.96,484.44,479.96,479.96,-1.04%
"Dec 17, 1987",485,488.25,485,485,-0.14%
"Dec 16, 1987",485.67,487.45,485.67,485.67,0.66%
"Dec 15, 1987",482.48,498.06,482.48,482.48,-3.17%
"Dec 14, 1987",498.25,498.25,498.25,498.25,0.31%
"Dec 11, 1987",496.71,498.06,496.71,496.71,0.93%
"Dec 10, 1987",492.11,492.85,492.11,492.11,1.65%
"Dec 09, 1987",484.14,485.73,484.14,484.14,0.17%
"Dec 08, 1987",483.34,484.81,483.34,483.34,0.43%
"Dec 07, 1987",481.25,482.73,481.25,481.25,-0.42%
"Dec 04, 1987",483.28,489.54,483.28,483.28,-0.98%
"Dec 03, 1987",488.06,492.05,488.06,488.06,0.13%
"Dec 02, 1987",487.45,492.54,487.45,487.45,-0.51%
"Dec 01, 1987",489.96,492.67,489.96,489.96,-0.10%
"Nov 30, 1987",490.46,496.1,490.46,490.46,1.23%
"Nov 27, 1987",484.5,487.2,484.5,484.5,1.49%
"Nov 26, 1987",477.39,477.82,477.39,477.39,0.21%
"Nov 25, 1987",476.4,480.88,476.4,476.4,0.33%
"Nov 24, 1987",474.81,477.39,474.81,474.81,-0.01%
"Nov 23, 1987",474.87,476.59,474.87,474.87,1.21%
"Nov 20, 1987",469.17,470.58,469.17,469.17,0.95%
"Nov 19, 1987",464.75,465.61,464.75,464.75,0.40%
"Nov 18, 1987",462.91,464.99,462.91,462.91,-0.33%
"Nov 17, 1987",464.44,464.99,464.44,464.44,0.62%
"Nov 16, 1987",461.56,462.97,461.56,461.56,-0.61%
"Nov 13, 1987",464.38,466.28,464.38,464.38,0.28%
"Nov 12, 1987",463.09,464.32,463.09,463.09,0.37%
"Nov 11, 1987",461.37,462.48,461.37,461.37,0.15%
"Nov 10, 1987",460.7,462.91,460.7,460.7,-0.28%
"Nov 09, 1987",461.99,464.62,461.99,461.99,0.40%
"Nov 06, 1987",460.14,462.17,460.14,460.14,0.66%
"Nov 05, 1987",457.14,466.1,457.14,457.14,-1.87%
"Nov 04, 1987",465.85,468.37,465.85,465.85,-0.43%
"Nov 03, 1987",467.88,471.68,467.88,467.88,-0.34%
"Nov 02, 1987",469.47,471,469.47,469.47,0.17%
"Oct 30, 1987",468.67,469.1,468.67,468.67,-0.47%
"Oct 29, 1987",470.88,480.02,470.88,470.88,-1.68%
"Oct 28, 1987",478.92,480.15,478.92,478.92,0.77%
"Oct 27, 1987",475.24,477.51,475.24,475.24,-0.12%
"Oct 26, 1987",475.79,477.14,475.79,475.79,0.56%
"Oct 23, 1987",473.15,474.87,473.15,473.15,0.63%
"Oct 22, 1987",470.21,475.61,470.21,470.21,0.71%
"Oct 21, 1987",466.89,467.45,466.89,466.89,0.20%
"Oct 20, 1987",465.97,481.5,465.97,465.97,-2.77%
"Oct 19, 1987",479.23,489.96,479.23,479.23,2.57%
"Oct 16, 1987",467.2,468.24,467.2,467.2,1.05%
"Oct 15, 1987",462.35,467.32,462.35,462.35,0.37%
"Oct 14, 1987",460.64,461.25,460.64,460.64,0.46%
"Oct 13, 1987",458.55,461.43,458.55,458.55,-0.65%
"Oct 12, 1987",461.56,461.86,461.56,461.56,0.04%
"Oct 09, 1987",461.37,462.6,461.37,461.37,0.74%
"Oct 08, 1987",458,458.8,458,458,0.08%
"Oct 07, 1987",457.63,459.41,457.63,457.63,0.13%
"Oct 06, 1987",457.02,458.55,457.02,457.02,0.04%
"Oct 05, 1987",456.83,457.02,456.83,456.83,0.43%
"Oct 02, 1987",454.87,455.42,454.87,454.87,0.31%
"Oct 01, 1987",453.46,455.67,453.46,453.46,-1.20%
"Sep 30, 1987",458.98,459.96,458.98,458.98,-0.16%
"Sep 29, 1987",459.72,459.96,459.72,459.72,0.02%
"Sep 28, 1987",459.65,462.11,459.65,459.65,-0.03%
"Sep 25, 1987",459.78,462.42,459.78,459.78,-0.39%
"Sep 24, 1987",461.56,464.32,461.56,461.56,0.00%
"Sep 23, 1987",461.56,462.85,461.56,461.56,-0.03%
"Sep 22, 1987",461.68,462.97,461.68,461.68,0.43%
"Sep 21, 1987",459.72,460.94,459.72,459.72,-0.26%
"Sep 18, 1987",460.94,462.78,460.94,460.94,0.37%
"Sep 17, 1987",459.23,460.76,459.23,459.23,0.38%
"Sep 16, 1987",457.51,459.78,457.51,457.51,-0.16%
"Sep 15, 1987",458.24,458.86,458.24,458.24,0.38%
"Sep 14, 1987",456.52,457.51,456.52,456.52,-0.43%
"Sep 11, 1987",458.49,462.97,458.49,458.49,-0.36%
"Sep 10, 1987",460.14,461.5,460.14,460.14,0.83%
"Sep 09, 1987",456.34,458.86,456.34,456.34,-0.38%
"Sep 08, 1987",458.06,464.39,458.06,458.06,-1.22%
"Sep 07, 1987",463.73,464.06,463.73,463.73,0.23%
"Sep 04, 1987",462.68,465.18,462.68,462.68,-0.21%
"Sep 03, 1987",463.67,466.04,463.67,463.67,0.16%
"Sep 02, 1987",462.94,464.99,462.94,462.94,1.89%
"Sep 01, 1987",454.37,455.96,454.37,454.37,0.33%
"Aug 31, 1987",452.86,456.48,452.86,452.86,0.00%
"Aug 28, 1987",452.86,457.74,452.86,452.86,-0.79%
"Aug 27, 1987",456.48,459.45,456.48,456.48,-0.30%
"Aug 26, 1987",457.87,458.26,457.87,457.87,0.16%
"Aug 25, 1987",457.14,460.04,457.14,457.14,-0.72%
"Aug 24, 1987",460.44,460.96,460.44,460.44,1.20%
"Aug 21, 1987",454.97,456.48,454.97,454.97,-0.33%
"Aug 20, 1987",456.48,457.74,456.48,456.48,-0.33%
"Aug 19, 1987",458,459.85,458,458,-0.09%
"Aug 18, 1987",458.39,458.46,458.39,458.39,1.04%
"Aug 17, 1987",453.65,455.69,453.65,453.65,0.42%
"Aug 14, 1987",451.74,461.76,451.74,451.74,-1.71%
"Aug 13, 1987",459.58,463.47,459.58,459.58,-0.71%
"Aug 12, 1987",462.88,465.25,462.88,462.88,-0.24%
"Aug 11, 1987",464,464,464,464,0.86%
"Aug 10, 1987",460.04,461.69,460.04,460.04,-0.71%
"Aug 07, 1987",463.34,468.88,463.34,463.34,-0.94%
"Aug 06, 1987",467.75,470.19,467.75,467.75,0.25%
"Aug 05, 1987",466.57,477.84,466.57,466.57,-2.32%
"Aug 04, 1987",477.64,479.09,477.64,477.64,1.14%
"Aug 03, 1987",472.24,474.94,472.24,472.24,1.84%
"Jul 31, 1987",463.73,464.79,463.73,463.73,0.99%
"Jul 30, 1987",459.19,459.98,459.19,459.19,0.38%
"Jul 29, 1987",457.47,459.91,457.47,457.47,0.25%
"Jul 28, 1987",456.35,457.47,456.35,456.35,0.64%
"Jul 27, 1987",453.45,454.64,453.45,453.45,-0.06%
"Jul 24, 1987",453.71,454.97,453.71,453.71,-0.25%
"Jul 23, 1987",454.83,456.09,454.83,454.83,0.06%
"Jul 22, 1987",454.57,455.49,454.57,454.57,0.33%
"Jul 21, 1987",453.06,453.38,453.06,453.06,0.35%
"Jul 20, 1987",451.47,452,451.47,451.47,0.29%
"Jul 17, 1987",450.15,453.45,450.15,450.15,-0.63%
"Jul 16, 1987",452.99,454.24,452.99,452.99,0.02%
"Jul 15, 1987",452.92,453.98,452.92,452.92,1.24%
"Jul 14, 1987",447.39,448.97,447.39,447.39,0.21%
"Jul 13, 1987",446.46,447.45,446.46,446.46,0.52%
"Jul 10, 1987",444.16,446.73,444.16,444.16,-0.25%
"Jul 09, 1987",445.28,446.46,445.28,445.28,0.12%
"Jul 08, 1987",444.75,447.45,444.75,444.75,0.57%
"Jul 07, 1987",442.25,447.52,442.25,442.25,-0.28%
"Jul 06, 1987",443.5,444.75,443.5,443.5,-0.04%
"Jul 03, 1987",443.69,446.86,443.69,443.69,-0.46%
"Jul 02, 1987",445.74,449.1,445.74,445.74,-0.25%
"Jul 01, 1987",446.86,450.48,446.86,446.86,-0.40%
"Jun 30, 1987",448.64,448.97,448.64,448.64,0.61%
"Jun 29, 1987",445.94,449.96,445.94,445.94,0.51%
"Jun 26, 1987",443.69,445.01,443.69,443.69,0.69%
"Jun 25, 1987",440.66,443.96,440.66,440.66,-0.65%
"Jun 24, 1987",443.56,444.55,443.56,443.56,0.70%
"Jun 23, 1987",440.46,441.45,440.46,440.46,0.78%
"Jun 22, 1987",437.04,445.14,437.04,437.04,-2.77%
"Jun 19, 1987",449.5,453.58,449.5,449.5,-0.16%
"Jun 18, 1987",450.22,452.73,450.22,450.22,0.77%
"Jun 17, 1987",446.79,452.99,446.79,446.79,-1.10%
"Jun 16, 1987",451.74,453.78,451.74,451.74,0.13%
"Jun 15, 1987",451.14,453.19,451.14,451.14,-0.71%
"Jun 12, 1987",454.37,463.14,454.37,454.37,-0.79%
"Jun 11, 1987",458,458.99,458,458,0.13%
"Jun 10, 1987",457.41,459.45,457.41,457.41,1.03%
"Jun 09, 1987",452.73,454.97,452.73,452.73,-0.71%
"Jun 08, 1987",455.96,458,455.96,455.96,0.52%
"Jun 05, 1987",453.58,455.96,453.58,453.58,0.22%
"Jun 04, 1987",452.59,456.94,452.59,452.59,0.25%
"Jun 03, 1987",451.47,457.54,451.47,451.47,-0.97%
"Jun 02, 1987",455.89,457.47,455.89,455.89,2.07%
"Jun 01, 1987",446.66,450.48,446.66,446.66,-1.02%
"May 29, 1987",451.27,452.26,451.27,451.27,-0.09%
"May 28, 1987",451.67,454.24,451.67,451.67,0.60%
"May 27, 1987",448.97,452.79,448.97,448.97,-0.47%
"May 26, 1987",451.08,464.99,451.08,451.08,-3.09%
"May 25, 1987",465.45,466.96,465.45,465.45,0.31%
"May 22, 1987",464,474.94,464,464,-1.17%
"May 21, 1987",469.47,473.95,469.47,469.47,-1.15%
"May 20, 1987",474.94,482.98,474.94,474.94,1.09%
"May 19, 1987",469.8,472.96,469.8,469.8,-0.82%
"May 18, 1987",473.69,478.7,473.69,473.69,1.33%
"May 15, 1987",467.49,470.99,467.49,467.49,0.82%
"May 14, 1987",463.67,465.12,463.67,463.67,1.22%
"May 13, 1987",458.06,461.49,458.06,458.06,-0.16%
"May 12, 1987",458.79,462.22,458.79,458.79,0.68%
"May 11, 1987",455.69,456.09,455.69,455.69,0.25%
"May 08, 1987",454.57,458,454.57,454.57,-0.62%
"May 07, 1987",457.41,459.38,457.41,457.41,-0.16%
"May 06, 1987",458.16,459.36,458.16,458.16,0.02%
"May 05, 1987",458.05,465.76,458.05,458.05,-0.43%
"May 04, 1987",460.01,460.01,460.01,460.01,0.76%
"May 01, 1987",456.53,456.53,456.53,456.53,0.65%
"Apr 30, 1987",453.6,455.45,453.6,453.6,0.43%
"Apr 29, 1987",451.65,452.52,451.65,451.65,0.00%
"Apr 28, 1987",451.65,457.08,451.65,451.65,1.79%
"Apr 27, 1987",443.72,477.6,443.72,443.72,-3.93%
"Apr 24, 1987",461.86,466.85,461.86,461.86,0.47%
"Apr 23, 1987",459.68,459.68,459.68,459.68,2.20%
"Apr 22, 1987",449.8,450.34,449.8,449.8,0.58%
"Apr 21, 1987",447.19,459.14,447.19,447.19,-1.18%
"Apr 20, 1987",452.52,452.52,452.52,452.52,2.18%
"Apr 16, 1987",442.85,442.85,442.85,442.85,0.25%
"Apr 15, 1987",441.76,450.89,441.76,441.76,-1.91%
"Apr 14, 1987",450.34,450.34,450.34,450.34,2.85%
"Apr 13, 1987",437.85,438.29,437.85,437.85,1.30%
"Apr 10, 1987",432.21,434.92,432.21,432.21,0.05%
"Apr 09, 1987",431.99,431.99,431.99,431.99,2.95%
"Apr 08, 1987",419.61,423.08,419.61,419.61,-0.57%
"Apr 07, 1987",422,422.32,422,422,0.81%
"Apr 06, 1987",418.63,422.11,418.63,418.63,-0.13%
"Apr 03, 1987",419.18,419.61,419.18,419.18,0.39%
"Apr 02, 1987",417.55,421.56,417.55,417.55,0.13%
"Apr 01, 1987",417,419.72,417,417,-0.18%
"Mar 31, 1987",417.76,422.32,417.76,417.76,-0.70%
"Mar 30, 1987",420.69,427.65,420.69,420.69,0.18%
"Mar 27, 1987",419.94,419.94,419.94,419.94,2.17%
"Mar 26, 1987",411.03,412.66,411.03,411.03,-0.21%
"Mar 25, 1987",411.9,415.37,411.9,411.9,-0.26%
"Mar 24, 1987",412.99,412.99,412.99,412.99,1.25%
"Mar 23, 1987",407.88,409.29,407.88,407.88,0.97%
"Mar 20, 1987",403.97,405.49,403.97,403.97,0.13%
"Mar 19, 1987",403.43,404.95,403.43,403.43,-0.32%
"Mar 18, 1987",404.73,406.79,404.73,404.73,0.54%
"Mar 17, 1987",402.56,406.58,402.56,402.56,-0.64%
"Mar 16, 1987",405.17,405.49,405.17,405.17,0.19%
"Mar 13, 1987",404.4,409.29,404.4,404.4,-0.93%
"Mar 12, 1987",408.21,409.83,408.21,408.21,0.40%
"Mar 11, 1987",406.58,407.66,406.58,406.58,0.21%
"Mar 10, 1987",405.71,405.82,405.71,405.71,0.43%
"Mar 09, 1987",403.97,405.71,403.97,403.97,-0.46%
"Mar 06, 1987",405.82,407.88,405.82,405.82,-1.11%
"Mar 05, 1987",410.38,411.9,410.38,410.38,1.07%
"Mar 04, 1987",406.03,407.88,406.03,406.03,0.40%
"Mar 03, 1987",404.4,404.62,404.4,404.4,0.05%
"Mar 02, 1987",404.19,405.71,404.19,404.19,-0.27%
"Feb 27, 1987",405.27,407.12,405.27,405.27,0.35%
"Feb 26, 1987",403.86,404.95,403.86,403.86,-0.46%
"Feb 25, 1987",405.71,407.88,405.71,405.71,1.06%
"Feb 24, 1987",401.47,402.56,401.47,401.47,-0.49%
"Feb 23, 1987",403.43,405.71,403.43,403.43,1.03%
"Feb 20, 1987",399.3,399.84,399.3,399.3,1.46%
"Feb 19, 1987",393.55,395.28,393.55,393.55,0.64%
"Feb 18, 1987",391.05,393.44,391.05,391.05,-0.77%
"Feb 17, 1987",394.09,397.24,394.09,394.09,-0.71%
"Feb 16, 1987",396.91,397.78,396.91,396.91,0.00%
"Feb 13, 1987",396.91,397.45,396.91,396.91,-0.87%
"Feb 12, 1987",400.39,402.78,400.39,400.39,-0.03%
"Feb 11, 1987",400.5,403.32,400.5,400.5,-0.51%
"Feb 10, 1987",402.56,404.73,402.56,402.56,-0.78%
"Feb 09, 1987",405.71,406.36,405.71,405.71,0.65%
"Feb 06, 1987",403.1,404.73,403.1,403.1,1.01%
"Feb 05, 1987",399.08,402.78,399.08,399.08,-0.92%
